MONTHLY SALES BY TITLE
MARBLE PRESS LLC - 57395
PERIOD - 0723
ISBN #,TITLE,WAREHOUSE,ORDER #,PONO,CUSTOMER,UNITS SOLD,DISC %,AMOUNT
 
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6113581,10000943,BOOK CELLAR,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6123754,B&TF3,BOOK MARK,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6113841,6302023BTPS,BOOK STALL AT CHESTNUT COURT,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6121437,15041CG,BOOKS AND BOOKS,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6121444,15041GV,BOOKS AND BOOKS,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6124289,58211,BOOKS ON THE SQUARE,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6124765,49150,BRAZOS BOOKSTORE,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6121284,119525,BROOKLINE BOOKSMITH,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6124226,020573,DOYLESTOWN BOOKSTORE,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6124224,LBBTPSF23,DOYLESTOWN BOOKSTORE,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6108416,BTPSF23,E SHAVER BOOKSELLER,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6111276,20002239,GREEN BEAN BOOKS,0,50.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6119071,FL232148,HEARTHSIDE BOOKS,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6127807,DZ209NBN,INGRAM BOOK COMPANY,0,50.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6116771,31881,ISLAND BOOKS ETC,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6124177,7189FL,LINDEN TREE,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6121190,98494,MALAPROP'S,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6123749,9121,OLD FIREHOUSE BOOKS,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6119193,BTPSF23,OPEN DOOR BOOKSTORE,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6116953,752023,PEOPLE'S BOOK LLC,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6123697,1830,PORTER SQUARE BOOKS INC,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6118482,CEF204516,POWELL'S BOOKS,0,50.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6124297,DJBTF23,STORY & SONG,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6121272,30762,STOWE BOOKSTORE INC,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6124304,4230902-LFP,THIRD PLACE BOOKS,0,45.00,0.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6127428,23137,VALLEY BOOKSELLER,0,45.00,0.00
SUBTOTAL 9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,,,,,0,,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6124973,6OM15QSM,AMAZON.COM SERVICES INC ATLGX,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6124945,4BH99PID,AMAZON.COM SERVICES INC ATLGX,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6124988,4L1TF29D,AMAZON.COM SERVICES INC ATLGX,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6116965,23270145,BAY CO BOOKS INC,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6121431,20009519,BEAR POND BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6119194,BTPSFALL23,BEST OF BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6122280,1121395,BOOKAZINE CO INC,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6121958,BTPSFALL23,BOOKENDS AND BEGINNINGS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6121437,15041CG,BOOKS AND BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6121444,15041GV,BOOKS AND BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6121440,15041BH,BOOKS AND BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6121442,15041SL,BOOKS AND BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6124289,58211,BOOKS ON THE SQUARE,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6113840,731909,BRODART CO,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6116515,732405,BRODART CO,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6120530,732940,BRODART CO,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6124274,733559,BRODART CO,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6108416,BTPSF23,E SHAVER BOOKSELLER,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6113855,F6233,ELLIOTT BAY BOOK COMPANY,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6111276,20002239,GREEN BEAN BOOKS,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6119071,FL232148,HEARTHSIDE BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6115903,BTKF23,INDIE BOOKS LLC,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6123707,DZ201VKN,INGRAM BOOK COMPANY,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6120464,DZ194SON,INGRAM BOOK COMPANY,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6116771,31881,ISLAND BOOKS ETC,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6124177,7189FL,LINDEN TREE,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6115894,FLBTFK23,ODYSSEY BOOKSHOP,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6123749,9121,OLD FIREHOUSE BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6116367,062223PM,PAPER MOON,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6116953,752023,PEOPLE'S BOOK LLC,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6123697,1830,PORTER SQUARE BOOKS INC,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6118482,CEF204516,POWELL'S BOOKS,0,50.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6119478,BTPSFALL23,ROSCOE BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6124304,4230902-LFP,THIRD PLACE BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6119870,BRPSF,TOWNE CENTER BOOKS,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6124761,P27908,UNIVERSITY BOOKSTORE,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6127428,23137,VALLEY BOOKSELLER,0,45.00,0.00
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,6123750,10015346,WATERMARK BOOKS,0,45.00,0.00
SUBTOTAL 9781958325025,MY BIG EMBARRASSING ELEPHANT,,,,,0,,0.00
TOTAL,,,,,,0,,0
