EBOOK SALES BY TITLE REPORT
57395 - MARBLE PRESS LLC
PERIOD from 04-01-25 to 04-30-25
ORDER NBR,DATE,ISBN,TITLE,QUANTITY,PRODUCT AMT
6424548,04-28-25,9781958325193,Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,1,0.53
6424548,04-28-25,9781958325193,Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,1,0.53
6424548,04-28-25,9781958325193,Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,1,0.53
6424548,04-28-25,9781958325193,Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,1,0.53
6424548,04-28-25,9781958325193,Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,1,0.53
6424548,04-28-25,9781958325193,Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,1,0.53
6424548,04-28-25,9781958325193,Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,1,0.50
6424548,04-28-25,9781958325193,Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,1,0.53
Subtotal for Little Wolfs Howl: A Story Of Getting Lost Only To Find Ones Voice,,,,8,4.21
 
6424548,04-28-25,9781958325032,My Big Embarrassing Elephant,1,0.28
Subtotal for My Big Embarrassing Elephant,,,,1,0.28
 
6424492,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6424492,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6424492,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6424492,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6424492,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6424492,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6424492,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6424539,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,5.50
6424539,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,5.49
6424539,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,5.49
6424539,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,5.49
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424548,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6424590,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,3,13.49
CM586304,04-28-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,-1,-5.50
Subtotal for Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,,,,26,61.60
 
Total,,,,35,66.09
