ACTIVITY SUMMARY REPORT
MARBLE PRESS LLC - 57395
PERIOD - 0725
ISBN,TITLE,AUTHOR,PROD TYPE,WHS,BILL PERIOD,BEG QTY,END QTY,TOT QTY RECV,SHIP QTY,STRG DUE,INSUR DUE,ADJ QTY
L#20,L#25,L#30,L#8,L#3,L#8,R#10,R#10,R#12,R#10,R#10,R#10,R#7
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),Brenda Maier,PB,1,0725,7230,7207,,23,72.07,,
9781958325414,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),Brenda Maier,CB,1,0725,5068,5014,,54,0.00,,
9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,Brenda Maier,PB,1,0725,0,2100,2100,0,0.00,,
9781958325452,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,Brenda Maier,CB,1,0725,0,2128,2128,0,0.00,,
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),Brenda Maier,PB,1,0725,6848,6741,,107,67.41,,
9781958325711,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),Brenda Maier,CB,1,0725,5071,4996,,75,0.00,,
9781958325162,ADVENTURES OF PENGUIN AND PANDA: WINTERFEST: GRAPHIC NOVEL (3),Brenda Maier,PB,1,0725,8439,8404,,35,0.00,,
9781958325421,ADVENTURES OF PENGUIN AND PANDA: WINTERFEST: GRAPHIC NOVEL (3),Brenda Maier,CB,1,0725,0,2128,2128,0,0.00,,
9781958325230,DOGS NEXT DOOR,Patricia Carlin,CB,1,0725,4447,4435,,12,0.00,,
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,Brian Freschi,PB,1,0725,8043,8008,,35,80.08,,
9781958325247,GIANT BABY!,Liz Rosenberg,CB,1,0725,9135,9134,5,6,0.00,,
9781958325391,I SAID NO: A KID-TO-KID GUIDE TO KEEPING PRIVATE PARTS PRIVATE,Kimberly King,CB,1,0725,0,5228,5280,52,0.00,,
9781958325377,INTO THE DEEP BLUE,Jennifer E. Archer,CB,1,0725,0,5262,5264,2,0.00,,
9781958325100,LINDEN: THE STORY OF A TREE,Colleen Muske,CB,1,0725,4259,4239,,20,42.39,,
9781958325186,LITTLE WOLFS HOWL: A STORY OF GETTING LOST ONLY TO FIND ONES VOICE,Nelly Buchet,CB,1,0725,3873,3846,4,31,0.00,,
9781958325025,MY BIG EMBARRASSING ELEPHANT,Angie Lucas,CB,1,0725,11626,11569,1,58,0.00,,
9781958325124,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,CB,1,0725,2643,2631,,12,26.31,,
9781958325407,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,PB,1,0725,6131,6119,2,14,0.00,,
9781958325087,OUR UNBREAKABLE THREAD: A FAMILYS LOVE THROUGH GENERATIONS,Jon Collins-Black,CB,1,0725,21933,20967,1,967,0.00,,
9781958325223,RAFA AND THE WRONG LEGS,Angie Lucas,CB,1,0725,3958,3899,1,60,0.00,,
9781958325254,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,PB,1,0725,4947,4929,,18,0.00,,
9781958325308,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,CB,1,0725,2555,2538,,17,0.00,,
9781958325148,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,PB,1,0725,4275,4268,,7,0.00,,
9781958325292,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,CB,1,0725,2227,2220,,7,0.00,,
9781958325346,SOPHIE: WAGS TO WISHES (VOL 3): A GRAPHIC NOVEL,Brian Anderson,CB,1,0725,0,2100,2100,,0.00,,
9781958325353,SOPHIE: WAGS TO WISHES (VOL 3): A GRAPHIC NOVEL,Brian Anderson,PB,1,0725,0,2112,2112,0,0.00,,
9781958325285,THESE LITTLE FEET,Hayley Rawsthorne,CB,1,0725,10026,9976,,50,0.00,,
9781958325209,TRACTOR SQUAD,Heather Dawn Torres,CB,1,0725,3723,3717,1,7,0.00,,
9781958325322,TRACTOR SQUAD SAVES THE DAY,Heather Dawn Torres,CB,1,0725,5466,5474,11,3,0.00,,
TOTALS,,,,,,141923,161389,21138,1672,288.26,0,0
