MONTHLY SALES BY TITLE
MARBLE PRESS LLC - 57395
PERIOD - 1223
ISBN #,TITLE,WAREHOUSE,ORDER #,PONO,CUSTOMER,UNITS SOLD,DISC %,AMOUNT
 
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6200029,5UCTX3HA,AMAZON.COM SERVICES INC ATLGX,3,50.00,20.98
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6200033,59ZHAV2R,AMAZON.COM SERVICES INC ATLGX,4,50.00,27.98
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6200039,2N9IHQ6O,AMAZON.COM SERVICES INC ATLGX,14,50.00,97.93
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6198367,MOM3849633,BAKER & TAYLOR BOOKS,5,50.00,34.97
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6204889,COM2120017,BAKER & TAYLOR BOOKS,3,50.00,20.98
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6204920,MOM3853817,BAKER & TAYLOR BOOKS,18,50.00,125.91
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6206912,MOM3854934,BAKER & TAYLOR BOOKS,1,50.00,6.99
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,BO424510,15041CG,BOOKS AND BOOKS,2,45.00,15.39
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,BO424513,15041GV,BOOKS AND BOOKS,2,45.00,15.39
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6200089,744939,BRODART CO,2,50.00,13.99
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6198213,14653,FIRESIDE BOOKS-TORIGAI LLC,1,45.00,7.69
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,JB,6207225,October 2023 Receipts,FRASER DIRECT,25,25.00,201.94
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6204446,DZ353YPR,INGRAM BOOK COMPANY,20,50.00,139.90
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6204442,NZ353PGR,INGRAM BOOK COMPANY,4,50.00,27.98
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6204444,CZ353YIR,INGRAM BOOK COMPANY,44,50.00,307.78
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,BO424501,98494,MALAPROP'S,1,45.00,7.69
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6193873,M21136597,NORTHSHIRE BOOKSTORE,1,45.00,7.69
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6200279,M21137048,NORTHSHIRE BOOKSTORE,1,45.00,7.69
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6198308,120423BT,RAVEN BOOKSTORE,1,45.00,7.69
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6205174,31597,STOWE BOOKSTORE INC,1,45.00,7.69
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6199805,301035670,VROMAN'S BOOKSTORE,1,45.00,7.69
SUBTOTAL 9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,,,,,154,,1111.94
9781958325018,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6201756,NOVEMBER 2023 SALES,BAKER & TAYLOR-BLIO,1,50.00,4.99
SUBTOTAL 9781958325018,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,,,,,1,,4.99
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,BO424510,15041CG,BOOKS AND BOOKS,2,45.00,20.89
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,BO424511,15041BH,BOOKS AND BOOKS,2,45.00,20.89
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,BO424512,15041SL,BOOKS AND BOOKS,2,45.00,20.89
9781958325025,MY BIG EMBARRASSING ELEPHANT,1,BO424513,15041GV,BOOKS AND BOOKS,2,45.00,20.89
9781958325025,MY BIG EMBARRASSING ELEPHANT,JB,6207225,October 2023 Receipts,FRASER DIRECT,22,25.00,241.72
9781958325025,MY BIG EMBARRASSING ELEPHANT,DB,CM554838,L33110XX,INGRAM BOOK COMPANY,-1,49.99,-9.50
SUBTOTAL 9781958325025,MY BIG EMBARRASSING ELEPHANT,,,,,29,,315.78
9781958325032,MY BIG EMBARRASSING ELEPHANT,1,6206760,OCTOBER 2023 SALES,MIDWEST TAPE LLC,1,,0.28
9781958325032,MY BIG EMBARRASSING ELEPHANT,1,6206760,OCTOBER 2023 SALES,MIDWEST TAPE LLC,1,,0.28
SUBTOTAL 9781958325032,MY BIG EMBARRASSING ELEPHANT,,,,,2,,0.56
9781958325056,SURPRISE! THE ADVENTURES OF PENGUIN AND PANDA: GRAPHIC NOVEL (1),1,6200305,MOM9083932,BAKER & TAYLOR BOOKS,0,50.00,0.00
9781958325056,SURPRISE! THE ADVENTURES OF PENGUIN AND PANDA: GRAPHIC NOVEL (1),1,6200334,COM9074947,BAKER & TAYLOR BOOKS,0,50.00,0.00
SUBTOTAL 9781958325056,SURPRISE! THE ADVENTURES OF PENGUIN AND PANDA: GRAPHIC NOVEL (1),,,,,0,,0.00
TOTAL,,,,,,186,,1433.27
