MONTHLY SALES BY TITLE
MARBLE PRESS LLC - 57395
PERIOD - 0425
ISBN #,TITLE,WAREHOUSE,ORDER #,PONO,CUSTOMER,UNITS SOLD,DISC %,AMOUNT
 
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6415032,6XE15UVU,AMAZON.COM SERVICES INC ATLGX,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6418529,1ZC4XEKB,AMAZON.COM SERVICES INC ATLGX,3,50.00,14.98
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6422980,COM9079277,BAKER & TAYLOR BOOKS,40,50.00,199.80
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6422981,MOM9088512,BAKER & TAYLOR BOOKS,55,50.00,274.72
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6416380,MOM3953825,BAKER & TAYLOR BOOKS,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6415137,779981,BRODART CO,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6415951,780143,BRODART CO,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6415391,15643,FIRESIDE BOOKS-TORIGAI LLC,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6421361,9143462,FOLLETT SCHOOL SOLUTIONS,20,55.00,89.91
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6424188,9154014,FOLLETT SCHOOL SOLUTIONS,2,55.00,8.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),JB,6424527,March 2025 Receipts,FRASER DIRECT,2,25.00,9.45
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6419231,NZ105RZR,INGRAM BOOK COMPANY,8,50.00,39.96
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6419237,DZ105UMR,INGRAM BOOK COMPANY,8,50.00,39.96
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,CM584407,L42923XX,INGRAM BOOK COMPANY,-1,49.99,-5.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6416352,225097007,MACKIN EDUCATIONAL RESOURCES,2,55.00,8.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6418311,225104007,MACKIN EDUCATIONAL RESOURCES,2,55.00,8.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6422200,225111007,MACKIN EDUCATIONAL RESOURCES,1,55.00,4.50
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,CM585567,12937,NOVEL NEIGHBOR,-1,45.00,-5.49
SUBTOTAL 9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),,,,,146,,714.71
9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,1,6415998,EZ093VCN,INGRAM BOOK COMPANY,0,50.00,0.00
9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,1,6416008,DZ093Y5N,INGRAM BOOK COMPANY,0,50.00,0.00
9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,1,6415995,CZ093VWN,INGRAM BOOK COMPANY,0,50.00,0.00
9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,1,6416011,NZ093VHN,INGRAM BOOK COMPANY,0,50.00,0.00
SUBTOTAL 9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,,,,,0,,0.00
