ACTIVITY SUMMARY REPORT
MARBLE PRESS LLC - 57395
PERIOD - 0425
ISBN,TITLE,AUTHOR,PROD TYPE,WHS,BILL PERIOD,BEG QTY,END QTY,TOT QTY RECV,SHIP QTY,STRG DUE,INSUR DUE,ADJ QTY
L#20,L#25,L#30,L#8,L#3,L#8,R#10,R#10,R#12,R#10,R#10,R#10,R#7
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),Brenda Maier,PB,1,0425,7500,7356,2,146,73.56,,
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),Brenda Maier,PB,1,0425,7168,7001,2,169,70.01,,
9781958325162,ADVENTURES OF PENGUIN AND PANDA: WINTERFEST: GRAPHIC NOVEL (3),Brenda Maier,PB,1,0425,8586,8574,2,14,0.00,,
9781958325230,DOGS NEXT DOOR,Patricia Carlin,CB,1,0425,4434,4446,13,1,0.00,,
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,Brian Freschi,PB,1,0425,8262,8136,1,127,81.36,,
9781958325247,GIANT BABY!,Liz Rosenberg,CB,1,0425,9335,9246,,89,0.00,,
9781958325100,LINDEN: THE STORY OF A TREE,Colleen Muske,CB,1,0425,4244,4258,20,6,42.58,,
9781958325186,LITTLE WOLFS HOWL: A STORY OF GETTING LOST ONLY TO FIND ONES VOICE,Nelly Buchet,CB,1,0425,3900,3889,2,13,0.00,,
9781958325025,MY BIG EMBARRASSING ELEPHANT,Angie Lucas,CB,1,0425,11724,11728,4,,0.00,,
9781958325124,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,CB,1,0425,2577,2663,96,10,0.00,,
9781958325407,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,PB,1,0425,6191,6174,,17,0.00,,
9781958325087,OUR UNBREAKABLE THREAD: A FAMILYS LOVE THROUGH GENERATIONS,Jon Collins-Black,CB,1,0425,14069,14037,1,33,0.00,,
9781958325223,RAFA AND THE WRONG LEGS,Angie Lucas,CB,1,0425,4018,4039,22,1,0.00,,
9781958325254,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,PB,1,0425,5140,5127,2,15,0.00,,
9781958325308,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,CB,1,0425,2656,2639,,17,0.00,,
9781958325148,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,PB,1,0425,4657,4504,2,155,0.00,,
9781958325292,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,CB,1,0425,2327,2304,,23,0.00,,
9781958325285,THESE LITTLE FEET,Hayley Rawsthorne,CB,1,0425,10157,10088,,69,0.00,,
9781958325209,TRACTOR SQUAD,Heather Dawn Torres,CB,1,0425,3808,3753,3,58,0.00,,
9781958325322,TRACTOR SQUAD SAVES THE DAY,Heather Dawn Torres,CB,1,0425,5658,5512,,146,0.00,,
TOTALS,,,,,,126411,125474,172,1109,267.51,0,0
