MONTHLY SALES BY TITLE
MARBLE PRESS LLC - 57395
PERIOD - 0224
ISBN #,TITLE,WAREHOUSE,ORDER #,PONO,CUSTOMER,UNITS SOLD,DISC %,AMOUNT
 
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6229433,E0215,BALLAST BOOK COMPANY,0,50.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6232280,BTSP24,BARTLEBY'S BOOKS,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6236890,24080645,BAY CO BOOKS INC,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6223531,BTPSSPR24,BEST OF BOOKS,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6236422,FL022024BT,BOOKS AND COMPANY,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6237208,2430221,BOULDER BOOK STORE,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6237201,10012447,BRISTLECONE GROVE INC,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6231852,20016131,BUTTONWOOD BOOKS AND TOYS,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6237245,F6398,ELLIOTT BAY BOOK COMPANY,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6229469,20002704,GREEN BEAN BOOKS,0,50.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6233928,FL2487,HEARTHSIDE BOOKS,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6232058,20002513,HOORAY FOR BOOKS,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6223317,BTS013024,KIDS INK,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6234783,505436,PHINNEY BOOKS,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6227019,020624BT,RAVEN BOOKSTORE,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6231993,8767,STORYBOOK COVE,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6232942,31739,STOWE BOOKSTORE INC,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6236878,4235503,THIRD PLACE BOOKS,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6232938,BTP0214P,TOADSTOOL BOOKSHOP,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6232940,BTP0214K,TOADSTOOL BOOKSHOP,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6238460,24205,VALLEY BOOKSELLER,0,45.00,0.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6237476,BL014551,VILLAGE BOOKS,0,45.00,0.00
SUBTOTAL 9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),,,,,0,,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6229433,E0215,BALLAST BOOK COMPANY,0,50.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6232280,BTSP24,BARTLEBY'S BOOKS,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6236890,24080645,BAY CO BOOKS INC,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6223531,BTPSSPR24,BEST OF BOOKS,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6236422,FL022024BT,BOOKS AND COMPANY,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6237208,2430221,BOULDER BOOK STORE,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6231852,20016131,BUTTONWOOD BOOKS AND TOYS,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6237245,F6398,ELLIOTT BAY BOOK COMPANY,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6229469,20002704,GREEN BEAN BOOKS,0,50.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6233928,FL2487,HEARTHSIDE BOOKS,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6232058,20002513,HOORAY FOR BOOKS,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6238598,CZ058TDN,INGRAM BOOK COMPANY,0,50.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6223317,BTS013024,KIDS INK,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6234783,505436,PHINNEY BOOKS,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6231067,CEF211921,POWELL'S BOOKS,0,50.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6227019,020624BT,RAVEN BOOKSTORE,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6231993,8767,STORYBOOK COVE,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6232942,31739,STOWE BOOKSTORE INC,0,45.00,0.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6236878,4235503,THIRD PLACE BOOKS,0,45.00,0.00
