ACTIVITY SUMMARY REPORT
MARBLE PRESS LLC - 57395
PERIOD - 0125
ISBN,TITLE,AUTHOR,PROD TYPE,WHS,BILL PERIOD,BEG QTY,END QTY,TOT QTY RECV,SHIP QTY,STRG DUE,INSUR DUE,ADJ QTY
L#20,L#25,L#30,L#8,L#3,L#8,R#10,R#10,R#12,R#10,R#10,R#10,R#7
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),Brenda Maier,PB,1,0125,7985,7849,3,139,0.00,,
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),Brenda Maier,PB,1,0125,7509,7393,,116,0.00,,
9781958325162,ADVENTURES OF PENGUIN AND PANDA: WINTERFEST: GRAPHIC NOVEL (3),Brenda Maier,PB,1,0125,8785,8797,86,74,0.00,,
9781958325230,DOGS NEXT DOOR,Patricia Carlin,CB,1,0125,4366,4426,71,11,0.00,,
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,Brian Freschi,PB,1,0125,8406,8384,1,23,83.84,,
9781958325247,GIANT BABY!,Liz Rosenberg,CB,1,0125,0,10098,10098,0,0.00,,
9781958325100,LINDEN: THE STORY OF A TREE,Colleen Muske,CB,1,0125,4248,4248,1,1,0.00,,
9781958325186,LITTLE WOLFS HOWL: A STORY OF GETTING LOST ONLY TO FIND ONES VOICE,Nelly Buchet,CB,1,0125,3928,3954,37,11,0.00,,
9781958325025,MY BIG EMBARRASSING ELEPHANT,Angie Lucas,CB,1,0125,1660,11820,10163,3,0.00,,
9781958325124,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,CB,1,0125,2557,2578,32,11,0.00,,
9781958325407,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,PB,1,0125,0,6320,6320,0,0.00,,
9781958325087,OUR UNBREAKABLE THREAD: A FAMILYS LOVE THROUGH GENERATIONS,Jon Collins-Black,CB,1,0125,6759,15348,10322,1733,0.00,,
9781958325223,RAFA AND THE WRONG LEGS,Angie Lucas,CB,1,0125,4046,4045,,1,0.00,,
9781958325254,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,PB,1,0125,5342,5349,52,45,0.00,,
9781958325308,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,CB,1,0125,2718,2707,26,37,0.00,,
9781958325148,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,PB,1,0125,4779,4762,40,57,0.00,,
9781958325292,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,Brian Anderson,CB,1,0125,2455,2409,,46,0.00,,
9781958325285,THESE LITTLE FEET,Hayley Rawsthorme,CB,1,0125,0,10520,10520,0,0.00,,
9781958325209,TRACTOR SQUAD,Heather Dawn Torres,CB,1,0125,3778,3821,54,11,0.00,,
9781958325322,TRACTOR SQUAD SAVES THE DAY,Heather Dawn Torres,CB,1,0125,0,6300,6300,0,0.00,,
TOTALS,,,,,,79321,131128,54126,2319,83.84,0,0
