ACTIVITY SUMMARY REPORT
MARBLE PRESS LLC - 57395
PERIOD - 1124
ISBN,TITLE,AUTHOR,PROD TYPE,WHS,BILL PERIOD,BEG QTY,END QTY,TOT QTY RECV,SHIP QTY,STRG DUE,INSUR DUE,ADJ QTY
L#20,L#25,L#30,L#8,L#3,L#8,R#10,R#10,R#12,R#10,R#10,R#10,R#7
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),Brenda Maier,PB,1,1124,8103,8061,,42,0.00,,
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),Brenda Maier,PB,1,1124,7688,7603,1,86,0.00,,
9781958325162,ADVENTURES OF PENGUIN AND PANDA: WINTERFEST: GRAPHIC NOVEL (3),Brenda Maier,PB,1,1124,8902,8866,,36,0.00,,
9781958325230,DOGS NEXT DOOR,Patricia Carlin,CB,1,1124,4389,4363,,26,0.00,,
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,Brian Freschi,PB,1,1124,8453,8439,1,15,84.39,,
9781958325100,LINDEN: THE STORY OF A TREE,Colleen Muske,CB,1,1124,4267,4251,,16,0.00,,
9781958325186,LITTLE WOLFS HOWL: A STORY OF GETTING LOST ONLY TO FIND ONES VOICE,Nelly Buchet,CB,1,1124,4004,3945,,59,0.00,,
9781958325025,MY BIG EMBARRASSING ELEPHANT,Angie Lucas,CB,1,1124,1689,1673,,16,16.73,,
9781958325124,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,CB,1,1124,2567,2563,7,11,0.00,,
9781958325087,OUR UNBREAKABLE THREAD: A FAMILYS LOVE THROUGH GENERATIONS,Jon Collins-Black,CB,1,1124,8865,8204,,661,0.00,,
9781958325223,RAFA AND THE WRONG LEGS,Angie Lucas,CB,1,1124,4140,4075,,65,0.00,,
9781958325254,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,PB,1,1124,5737,5571,,166,0.00,,
9781958325308,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,CB,1,1124,3080,2834,,246,0.00,,
9781958325148,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,PB,1,1124,5163,5025,,138,0.00,,
9781958325292,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,Brian Anderson,CB,1,1124,3080,3080,,0,0.00,,
9781958325209,TRACTOR SQUAD,Heather Dawn Torres,CB,1,1124,3871,3799,1,73,0.00,,
TOTALS,,,,,,83998,82352,10,1656,101.12,0,0
