MONTHLY SALES BY TITLE
MARBLE PRESS LLC - 57395
PERIOD - 1123
ISBN #,TITLE,WAREHOUSE,ORDER #,PONO,CUSTOMER,UNITS SOLD,DISC %,AMOUNT
 
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6193243,COM2115878,BAKER & TAYLOR BOOKS,6,50.00,41.97
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6182983,741937,BRODART CO,3,50.00,20.98
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6187253,742661,BRODART CO,4,50.00,27.98
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6189013,742990,BRODART CO,1,50.00,6.99
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6190380,743172,BRODART CO,4,50.00,27.98
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6193092,743511,BRODART CO,1,50.00,6.99
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6179943,DZ299SPR,INGRAM BOOK COMPANY,44,50.00,307.78
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6193957,CZ332U3R,INGRAM BOOK COMPANY,12,50.00,83.94
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6188078,EZ318UCR,INGRAM BOOK COMPANY,88,50.00,615.56
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6191560,CZ325XQR,INGRAM BOOK COMPANY,16,50.00,111.92
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6193952,NZ332VSR,INGRAM BOOK COMPANY,4,50.00,27.98
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6188075,CZ318VWR,INGRAM BOOK COMPANY,8,50.00,55.96
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6191557,DZ325TMR,INGRAM BOOK COMPANY,16,50.00,111.92
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6181742,CZ304USR,INGRAM BOOK COMPANY,20,50.00,139.90
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,DB,CM553854,L32799XX,INGRAM BOOK COMPANY,-2,49.98,-14.00
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,1,6186256,BTPSFALL23,SECOND STAR TO THE RIGHT,1,45.00,7.69
