MONTHLY SALES BY TITLE
MARBLE PRESS LLC - 57395
PERIOD - 0624
ISBN #,TITLE,WAREHOUSE,ORDER #,PONO,CUSTOMER,UNITS SOLD,DISC %,AMOUNT
 
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),DB,CM565308,16651678461551,AMAZON.COM SERVICES INC ATLGX,-1,49.99,-5.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6304828,MOM3897363,BAKER & TAYLOR BOOKS,8,50.00,39.96
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6305708,NZ170SNR,INGRAM BOOK COMPANY,7,50.00,34.96
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6305713,DZ170VKR,INGRAM BOOK COMPANY,9,50.00,44.95
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6298199,EZ149X8R,INGRAM BOOK COMPANY,11,50.00,54.94
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),DB,CM564844,L36138XX,INGRAM BOOK COMPANY,-1,49.99,-5.00
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6306101,50020013,LEFT BANK BOOKS,2,45.00,10.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6304788,224169007,MACKIN EDUCATIONAL RESOURCES,1,55.00,4.50
SUBTOTAL 9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),,,,,36,,180.30
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),DB,CM565308,16651678461551,AMAZON.COM SERVICES INC ATLGX,-1,49.99,-5.00
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6304828,MOM3897363,BAKER & TAYLOR BOOKS,9,50.00,44.95
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6305792,20059898,BRIGHT SIDE BOOKSHOP,1,45.00,5.49
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6305713,DZ170VKR,INGRAM BOOK COMPANY,12,50.00,59.94
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6298199,EZ149X8R,INGRAM BOOK COMPANY,10,50.00,49.95
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6300357,CZ156Z4R,INGRAM BOOK COMPANY,2,50.00,9.99
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6303012,CZ163P6R,INGRAM BOOK COMPANY,3,50.00,14.98
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6298208,DZ149OHR,INGRAM BOOK COMPANY,9,50.00,44.95
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6303021,NZ163X5R,INGRAM BOOK COMPANY,6,50.00,29.97
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),1,6305708,NZ170SNR,INGRAM BOOK COMPANY,11,50.00,54.94
