EBOOK SALES BY TITLE REPORT
57395 - MARBLE PRESS LLC
PERIOD from 05-01-25 to 05-31-25
ORDER NBR,DATE,ISBN,TITLE,QUANTITY,PRODUCT AMT
6433657,05-27-25,9781958325018,Ellie In First Position: A Graphic Novel,1,1.10
6435196,05-29-25,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
6435196,05-29-25,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
6435196,05-29-25,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
6435196,05-29-25,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
6435196,05-29-25,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
6435196,05-29-25,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
Subtotal for Ellie In First Position: A Graphic Novel,,,,7,31.04
 
6431216,05-19-25,9781958325032,My Big Embarrassing Elephant,1,4.99
6432135,05-21-25,9781958325032,My Big Embarrassing Elephant,1,0.28
6432135,05-21-25,9781958325032,My Big Embarrassing Elephant,1,0.28
6432135,05-21-25,9781958325032,My Big Embarrassing Elephant,1,0.28
6432135,05-21-25,9781958325032,My Big Embarrassing Elephant,1,0.28
Subtotal for My Big Embarrassing Elephant,,,,5,6.11
 
6432135,05-21-25,9781958325131,One Alley Summer: A Novel About Friendship And Growing Up,1,0.48
Subtotal for One Alley Summer: A Novel About Friendship And Growing Up,,,,1,0.48
 
6430962,05-19-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6430962,05-19-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6430962,05-19-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6430962,05-19-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6430962,05-19-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6430962,05-19-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,4.00
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6432135,05-21-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,0.28
6433575,05-27-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,16,112.00
6435176,05-29-25,9781958325094,Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,1,5.49
Subtotal for Our Unbreakable Thread: A Book About All Of Our Lives From Parent To Child Generation To Generation,,,,33,144.29
 
6433575,05-27-25,9781958325216,Tractor Squad,1,14.00
Subtotal for Tractor Squad,,,,1,14.00
 
Total,,,,47,195.92
