ACTIVITY SUMMARY REPORT
MARBLE PRESS LLC - 57395
PERIOD - 0525
ISBN,TITLE,AUTHOR,PROD TYPE,WHS,BILL PERIOD,BEG QTY,END QTY,TOT QTY RECV,SHIP QTY,STRG DUE,INSUR DUE,ADJ QTY
L#20,L#25,L#30,L#8,L#3,L#8,R#10,R#10,R#12,R#10,R#10,R#10,R#7
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),Brenda Maier,PB,1,0525,7356,7244,1,113,72.44,,
9781958325414,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),Brenda Maier,CB,1,0525,0,5264,5264,0,0.00,,
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),Brenda Maier,PB,1,0525,7001,6871,1,131,68.71,,
9781958325711,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),Brenda Maier,CB,1,0525,0,5264,5264,0,0.00,,
9781958325162,ADVENTURES OF PENGUIN AND PANDA: WINTERFEST: GRAPHIC NOVEL (3),Brenda Maier,PB,1,0525,8574,8448,,126,0.00,,
9781958325230,DOGS NEXT DOOR,Patricia Carlin,CB,1,0525,4446,4447,10,9,0.00,,
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,Brian Freschi,PB,1,0525,8136,8094,1,43,80.94,,
9781958325247,GIANT BABY!,Liz Rosenberg,CB,1,0525,9246,9191,,55,0.00,,
9781958325100,LINDEN: THE STORY OF A TREE,Colleen Muske,CB,1,0525,4258,4259,4,3,42.59,,
9781958325186,LITTLE WOLFS HOWL: A STORY OF GETTING LOST ONLY TO FIND ONES VOICE,Nelly Buchet,CB,1,0525,3889,3877,,12,0.00,,
9781958325025,MY BIG EMBARRASSING ELEPHANT,Angie Lucas,CB,1,0525,11728,11705,5,28,0.00,,
9781958325124,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,CB,1,0525,2663,2651,2,14,26.51,,
9781958325407,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,PB,1,0525,6174,6148,,26,0.00,,
9781958325087,OUR UNBREAKABLE THREAD: A FAMILYS LOVE THROUGH GENERATIONS,Jon Collins-Black,CB,1,0525,14037,21964,15457,7530,0.00,,
9781958325223,RAFA AND THE WRONG LEGS,Angie Lucas,CB,1,0525,4039,3995,,44,0.00,,
9781958325254,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,PB,1,0525,5127,5024,1,104,0.00,,
9781958325308,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,CB,1,0525,2639,2594,,45,0.00,,
9781958325148,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,PB,1,0525,4504,4352,,152,0.00,,
9781958325292,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,CB,1,0525,2304,2262,,42,0.00,,
9781958325285,THESE LITTLE FEET,Hayley Rawsthorne,CB,1,0525,10088,10033,,55,0.00,,
9781958325209,TRACTOR SQUAD,Heather Dawn Torres,CB,1,0525,3753,3734,3,22,0.00,,
9781958325322,TRACTOR SQUAD SAVES THE DAY,Heather Dawn Torres,CB,1,0525,5512,5477,,35,0.00,,
TOTALS,,,,,,125474,142898,26013,8589,291.19,0,0
