EBOOK SALES BY TITLE REPORT
57395 - MARBLE PRESS LLC
PERIOD from 11-01-24 to 11-30-24
ORDER NBR,DATE,ISBN,TITLE,QUANTITY,PRODUCT AMT
6354014,11-07-24,9781958325018,Ellie In First Position: A Graphic Novel,3,14.98
6354014,11-07-24,9781958325018,Ellie In First Position: A Graphic Novel,2,9.99
6354014,11-07-24,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
6354014,11-07-24,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
6354014,11-07-24,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
6354014,11-07-24,9781958325018,Ellie In First Position: A Graphic Novel,1,4.99
6366604,11-25-24,9781958325018,Ellie In First Position: A Graphic Novel,1,4.50
Subtotal for Ellie In First Position: A Graphic Novel,,,,10,49.43
 
Total,,,,10,49.43
