MONTHLY SALES BY TITLE
MARBLE PRESS LLC - 57395
PERIOD - 1024
ISBN #,TITLE,WAREHOUSE,ORDER #,PONO,CUSTOMER,UNITS SOLD,DISC %,AMOUNT
 
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6338671,5DCRJ45A,AMAZON.COM SERVICES INC ATLGX,4,50.00,19.98
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6349054,1Z7QVXTM,AMAZON.COM SERVICES INC ATLGX,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6342594,COM2164344,BAKER & TAYLOR BOOKS,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6352240,MOM3925083,BAKER & TAYLOR BOOKS,3,50.00,14.98
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6349019,MOM3923853,BAKER & TAYLOR BOOKS,5,50.00,24.97
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6354962,MOM3926548,BAKER & TAYLOR BOOKS,2,50.00,9.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,CM573375,12190,BAY CO BOOKS INC,-1,45.00,-5.49
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6350913,012171,BEST OF BOOKS,5,45.00,27.47
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6344211,766244,BRODART CO,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6344212,11-15-24,BRODART CO,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6344446,766422,BRODART CO,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6345028,766504,BRODART CO,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6348651,767107,BRODART CO,1,50.00,4.99
