MONTHLY SALES BY TITLE
MARBLE PRESS LLC - 57395
PERIOD - 0725
ISBN #,TITLE,WAREHOUSE,ORDER #,PONO,CUSTOMER,UNITS SOLD,DISC %,AMOUNT
 
9781958325117,: THE STORY OF A TREE AND THE COMMUNITY THAT LOVES HIM,1,6461108,JUNE 2025 SALES,MIDWEST TAPE LLC,1,,0.50
SUBTOTAL 9781958325117,: THE STORY OF A TREE AND THE COMMUNITY THAT LOVES HIM,,,,,1,,0.50
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6446640,26SDZ5KZ,AMAZON.COM SERVICES INC ATLGX,1,50.00,4.99
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6457627,BTFALL25,ANNIE BLOOMS BOOKSTORE,1,45.00,5.49
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6455835,787714,BRODART CO,5,50.00,24.97
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),JB,6460948,June 2025 Receipts,FRASER DIRECT,4,25.00,20.40
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6456493,404385,HERTZBERG NEW METHOD INC,3,45.00,16.48
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6457999,34400,SECRET GARDEN BOOKSHOP,1,45.00,5.49
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6452369,BTP0707K,TOADSTOOL BOOKSHOP,1,45.00,5.49
SUBTOTAL 9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),,,,,16,,83.31
9781958325414,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6460136,788717,BRODART CO,2,50.00,13.99
9781958325414,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6449873,225202009,MACKIN EDUCATIONAL RESOURCES,1,55.00,6.30
9781958325414,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),1,6457986,,MACKIN EDUCATIONAL RESOURCES,1,55.00,6.30
SUBTOTAL 9781958325414,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),,,,,4,,26.59
9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,1,6457627,BTFALL25,ANNIE BLOOMS BOOKSTORE,0,45.00,0.00
9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,1,6453343,07012025,BOOK STALL AT CHESTNUT COURT,0,45.00,0.00
9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,1,6451225,1127759,BOOKAZINE CO INC,0,50.00,0.00
9781958325445,ADVENTURES OF PENGUIN AND PANDA: IN THE DARK (VOL 4): A GRAPHIC NOVEL,1,6452382,7131,BOOKSTORE PLUS,0,45.00,0.00
