ACTIVITY SUMMARY REPORT
MARBLE PRESS LLC - 57395
PERIOD - 0625
ISBN,TITLE,AUTHOR,PROD TYPE,WHS,BILL PERIOD,BEG QTY,END QTY,TOT QTY RECV,SHIP QTY,STRG DUE,INSUR DUE,ADJ QTY
L#20,L#25,L#30,L#8,L#3,L#8,R#10,R#10,R#12,R#10,R#10,R#10,R#7
9781958325070,ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),Brenda Maier,PB,1,0625,7244,7230,,14,72.30,,
9781958325056,ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),Brenda Maier,PB,1,0625,6871,6848,,23,68.48,,
9781958325162,ADVENTURES OF PENGUIN AND PANDA: WINTERFEST: GRAPHIC NOVEL (3),Brenda Maier,PB,1,0625,8448,8439,,9,0.00,,
9781958325230,DOGS NEXT DOOR,Patricia Carlin,CB,1,0625,4447,4447,1,1,0.00,,
9781958325001,ELLIE IN FIRST POSITION: A GRAPHIC NOVEL,Brian Freschi,PB,1,0625,8094,8043,,51,80.43,,
9781958325247,GIANT BABY!,Liz Rosenberg,CB,1,0625,9191,9135,16,72,0.00,,
9781958325100,LINDEN: THE STORY OF A TREE,Colleen Muske,CB,1,0625,4259,4259,2,2,42.59,,
9781958325186,LITTLE WOLFS HOWL: A STORY OF GETTING LOST ONLY TO FIND ONES VOICE,Nelly Buchet,CB,1,0625,3877,3873,,4,0.00,,
9781958325025,MY BIG EMBARRASSING ELEPHANT,Angie Lucas,CB,1,0625,11705,11626,3,82,0.00,,
9781958325124,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,CB,1,0625,2651,2643,2,10,26.43,,
9781958325407,ONE ALLEY SUMMER: A NOVEL OF FRIENDSHIP AND GROWING UP,Anne Ylvisaker,PB,1,0625,6148,6131,,17,0.00,,
9781958325087,OUR UNBREAKABLE THREAD: A FAMILYS LOVE THROUGH GENERATIONS,Jon Collins-Black,CB,1,0625,21964,21933,,31,0.00,,
9781958325223,RAFA AND THE WRONG LEGS,Angie Lucas,CB,1,0625,3995,3958,,37,0.00,,
9781958325254,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,PB,1,0625,5024,4947,5,82,0.00,,
9781958325308,SOPHIE: FRANKENSTEINS HOUND: A GRAPHIC NOVEL  VOL.2,Brian Anderson,CB,1,0625,2594,2555,,39,0.00,,
9781958325148,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,PB,1,0625,4352,4275,3,80,0.00,,
9781958325292,SOPHIE: JURASSIC BARK: A GRAPHIC NOVEL  VOL.1,,CB,1,0625,2262,2227,,35,0.00,,
9781958325414,THE ADVENTURES OF PENGUIN AND PANDA: FUN AND GAMES!: GRAPHIC NOVEL (2),Brenda Maier,CB,1,0625,5264,5068,,196,0.00,,
9781958325711,THE ADVENTURES OF PENGUIN AND PANDA: SURPRISE!: GRAPHIC NOVEL (1),Brenda Maier,CB,1,0625,5264,5071,,193,0.00,,
9781958325285,THESE LITTLE FEET,Hayley Rawsthorne,CB,1,0625,10033,10026,1,8,0.00,,
9781958325209,TRACTOR SQUAD,Heather Dawn Torres,CB,1,0625,3734,3723,2,13,0.00,,
9781958325322,TRACTOR SQUAD SAVES THE DAY,Heather Dawn Torres,CB,1,0625,5477,5466,,11,0.00,,
TOTALS,,,,,,142898,141923,35,1010,290.23,0,0
